0,Ming,Ming,1,
1,BoiHetVaoDay,BoiHetVaoDay,2,
8,GankbyWife,Gank by Wife,3,
12,Rama_MSE,Rama_MSE,4,
7,VuVu,Vu Vu,5,
4,TA,TA,6,
5,HUNGLE,HUNGLE,7,
2,Mr.Donkey,Mr.Donkey,8,
6,Hung501,Hung501,9,
9,Eternity_HUY,Eternity_HUY,10,
3,ThongCaTheGioi,ThongCaTheGioi,11,
15,Shinichi,CSC | Shinichi,12,
10,Nobita,Nobita,13,
11,Rambo,rambo,14,
13,NamLai,Nam Lai,15,
18, Player-Cobix,Player-Cobix,16,
17,Raymond,Raymond,17,
16,QUI,QUI,18,
14,TRI,TRI,19,
