0,Ming,Ming,1,
12,Rama_MSE,Rama_MSE,2,
1,BoiHetVaoDay,BoiHetVaoDay,3,
2,Mr.Donkey,Mr.Donkey,4,
7,VuVu,Vu Vu,5,
8,GankbyWife,Gank by Wife,6,
4,TA,TA,7,
6,Hung501,Hung501,8,
5,HUNGLE,HUNGLE,9,
3,ThongCaTheGioi,ThongCaTheGioi,10,
9,Eternity_HUY,Eternity_HUY,11,
15,Shinichi,CSC | Shinichi,12,
11,Rambo,rambo,13,
14,TRI,TRI,14,
17,Raymond,Raymond,15,
10,Nobita,Nobita,16,
18, Player-Cobix,Player-Cobix,17,
13,NamLai,Nam Lai,18,
16,QUI,QUI,19,
